sim_id,err,design,theta_hat,Eb2,se_hat_add,se_hat_unadj,se_hat_cgm,se_hat_iid,denom,EnV2,Ea2,B_ab,B_bb,B_bV,B_aV,B_eps,leak,leak_row,leak_col,leak_own,coupling
2,-0.08746346030635999,rep_prediction_S1,0.91253653969364,0.36449524474708955,0.035412143833697035,,0.032740522497233554,0.013495279953648576,1.559724579504902,1.2428617779578652,0.36349362102892296,0.2760013357086785,-0.36449524474708955,0.023816221600026447,-0.01837052978675497,-0.05337069162324104,0.019583192144342,0.015694490673923728,0.0038887014704182756,0.0042330294556844564,0.4828216469072626
2,-0.07680144409125134,rep_prediction_S2,0.9231985559087487,0.2778904244676987,0.03258519753793935,,0.02995920376005441,0.012817227328612481,1.613143903020035,1.2428617779578652,0.2538495004965823,0.21516467818212948,-0.2778904244676987,-0.04619585029723565,0.03316258785213451,-0.04813277254826598,-0.04757131054856304,-0.035834292652353245,-0.011737017896209786,0.0013754602513273918,0.36493005757314134
2,-0.06342575076119517,rep_prediction_S5,0.9365742492388048,0.1932133052465436,0.030623079234889022,,0.027890379170245973,0.012646690441364369,1.588972731927205,1.2428617779578652,0.17362449694932006,0.15399449061085035,-0.1932133052465436,-0.07644882436139812,0.07183983425078524,-0.05695398371524427,-0.07642118604100265,-0.0535101872234206,-0.022910998817582046,-2.763832039546848e-05,0.30457954693684675
2,-0.059267621976981655,rep_prediction_S10,0.9407323780230183,0.18231414129888515,0.03082314689484817,,0.02803950983268564,0.012802042243687344,1.529528100898716,1.2428617779578652,0.15927096374962457,0.14881506853319626,-0.18231414129888515,-0.05217609082098296,0.053474833364701164,-0.05845116306526522,-0.05257611568542138,-0.0464044317952409,-0.006171683890180486,0.00040002486443842093,0.2410946713675793
3,-0.03617397797203503,rep_mean_S10,0.963826022027965,0.44844177847479,0.04311288505170666,0.03135063462969324,,,,,,,,,,,,,,,
3,-0.024917036088196176,rep_median_S10,0.9750829639118038,0.44844177847479,0.03360132649322538,0.030353136308725635,,,,,,,,,,,,,,,
3,-0.06118859547862565,rep_prediction_S1,0.9388114045213743,0.3660035250136964,0.03572459657352864,,0.03292762771304663,0.013858752628121944,1.4566603197386334,0.9575686815116525,0.3475746872834936,0.27476191049039744,-0.3660035250136964,-0.06654405660664225,0.06181591823847321,0.0068387538372153,-0.06129015126495929,0.021692269946463727,-0.08298242121142302,-0.0052539053416829655,0.4482317248454259
3,-0.0173787874640976,rep_prediction_S2,0.9826212125359024,0.25877194138164605,0.03116828103011855,,0.027650389038876576,0.014386391407542734,1.2408835363963115,0.9575686815116525,0.2534670612884408,0.20359019736458644,-0.25877194138164605,-0.012271456751506572,0.029772836579234546,0.016115312942602066,-0.006837547578505188,0.03718455773967142,-0.04402210531817661,-0.005433909173001383,0.4059891786566219
3,0.0017970124403978716,rep_prediction_S5,1.0017970124403979,0.2033178894665417,0.029749348417690214,,0.02593234631744266,0.014580433716876845,1.1742414017372629,0.9575686815116525,0.18614559038618278,0.16442317128439868,-0.2033178894665417,-0.006677415379534356,0.028641079274148613,0.019041180694480814,-0.002470569811753783,0.02654037816632094,-0.029010947978074717,-0.004206845567780574,0.2981397133472722
3,-0.0002912628758512392,rep_prediction_S10,0.9997087371241488,0.202490164094573,0.02896413108806447,,0.025134932532062386,0.014394674148961813,1.184820863404748,0.9575686815116525,0.17191828570175835,0.1635643785359998,-0.202490164094573,-0.01238100889926114,0.027401575393612643,0.023560124732178177,-0.008539171631734078,0.02895551515154912,-0.0374946867832832,-0.0038418372675270607,0.2334913052974256
4,-0.029452489372332358,rep_mean_S10,0.9705475106276676,0.36635746747167725,0.04566344648420744,0.036896310756127794,,,,,,,,,,,,,,,
4,-0.03380273497249453,rep_median_S10,0.9661972650275055,0.36635746747167725,0.042806214472271634,0.03563657801656127,,,,,,,,,,,,,,,
